Age,Age_Group,Gender,Education_Label,Department,MonthlyIncome,JobLevel,YearsAtCompany,OverTime,Attrition,Attrition_Binary,AI_Risk_Score_LR,AI_Risk_Score_RF,AI_Flag_LR,AI_Flag_RF
47,46-60,Female,College,Sales,6397,2,5,1,Yes,1,0.3593055966177022,0.76,0,1
34,26-35,Male,Bachelor,Sales,6274,2,6,0,No,0,0.020183077351481227,0.02,0,0
55,46-60,Male,Bachelor,Research & Development,19859,5,5,1,Yes,1,0.060804362318363725,0.63,0,1
36,36-45,Male,Master,Sales,7587,3,10,0,No,0,0.15480903422052242,0.06,0,0
52,46-60,Male,Master,Research & Development,4258,1,4,0,No,0,0.018914158438463592,0.06,0,0
26,26-35,Female,College,Research & Development,4364,1,2,0,No,0,0.16438524474118424,0.07,0,0
29,26-35,Female,Bachelor,Research & Development,4335,2,8,0,No,0,0.2345221388326021,0.13,0,0
26,26-35,Male,Bachelor,Sales,5326,2,4,0,Yes,1,0.307459735750668,0.74,0,1
34,26-35,Female,Master,Research & Development,3280,1,4,0,No,0,0.0614351167819779,0.02,0,0
54,46-60,Female,Master,Research & Development,5485,2,5,1,No,0,0.36510387209992573,0.03,0,0
27,26-35,Male,Below College,Sales,4342,2,4,0,No,0,0.07203494021953996,0.02,0,0
37,36-45,Female,Below College,Research & Development,2782,1,5,1,No,0,0.31124409428916106,0.16,0,0
38,36-45,Female,Master,Research & Development,5980,2,15,1,No,0,0.4936339614309323,0.09,0,0
34,26-35,Female,Master,Research & Development,4381,1,6,0,No,0,0.08572571663030916,0.01,0,0
35,26-35,Female,Master,Sales,2572,1,3,0,No,0,0.16676053301178703,0.1,0,0
30,26-35,Male,Bachelor,Research & Development,3833,1,2,0,No,0,0.06446290773329448,0.08,0,0
40,36-45,Female,College,Research & Development,4244,2,8,0,No,0,0.03245832535957969,0.02,0,0
34,26-35,Female,College,Sales,6500,2,3,0,No,0,0.1981447041571912,0.07,0,0
42,36-45,Male,Bachelor,Research & Development,18430,5,24,0,No,0,0.023118568620792732,0.03,0,0
23,18-25,Male,Bachelor,Research & Development,1601,1,0,1,Yes,1,0.6365727567576599,0.89,1,1
24,18-25,Male,Bachelor,Research & Development,2694,1,1,0,No,0,0.24148913246938844,0.23,0,0
52,46-60,Female,Master,Research & Development,3149,2,5,0,No,0,0.05425274849824747,0.01,0,0
50,46-60,Male,Bachelor,Research & Development,17639,4,4,0,No,0,0.0087596706929774,0.02,0,0
29,26-35,Female,College,Research & Development,2319,1,1,1,Yes,1,0.6331583689070267,0.84,1,1
33,26-35,Male,Bachelor,Research & Development,11691,3,13,0,No,0,0.019361465761914658,0.01,0,0
33,26-35,Female,Bachelor,Sales,5324,2,3,0,Yes,1,0.40318913423648817,0.78,0,1
47,46-60,Female,College,Research & Development,16752,4,26,1,No,0,0.01999117216039932,0.01,0,0
36,36-45,Female,Bachelor,Research & Development,5228,2,9,0,No,0,0.035241971932321176,0.01,0,0
29,26-35,Male,College,Research & Development,2700,1,10,0,No,0,0.08794621832510108,0.05,0,0
58,46-60,Male,Master,Research & Development,19246,5,31,1,Yes,1,0.016037186950849547,0.69,0,1
35,26-35,Female,Master,Research & Development,2506,1,2,0,No,0,0.059748569929743936,0.05,0,0
42,36-45,Female,College,Research & Development,6062,2,4,1,No,0,0.18449890117236034,0.05,0,0
28,26-35,Male,Master,Research & Development,4382,1,2,0,Yes,1,0.213694288179438,0.75,0,1
36,36-45,Male,Bachelor,Human Resources,2143,1,5,0,No,0,0.18345976188678273,0.0,0,0
32,26-35,Female,Bachelor,Research & Development,6162,2,14,0,No,0,0.020094940950215624,0.01,0,0
40,36-45,Male,Master,Research & Development,5094,2,1,0,No,0,0.21841153593747997,0.14,0,0
30,26-35,Female,Bachelor,Research & Development,6877,2,0,1,No,0,0.26141809503517144,0.21,0,0
45,36-45,Female,Bachelor,Research & Development,2274,1,1,0,No,0,0.07390379667539196,0.23,0,0
42,36-45,Male,Bachelor,Research & Development,4434,2,9,0,No,0,0.13770003863864078,0.05,0,0
38,36-45,Male,Bachelor,Research & Development,6288,2,4,0,No,0,0.22091603037675064,0.05,0,0
34,26-35,Female,Master,Research & Development,2553,1,5,0,No,0,0.07255968759644664,0.05,0,0
49,46-60,Female,Bachelor,Sales,7654,3,9,0,Yes,1,0.009219980460682524,0.71,0,1
55,46-60,Male,Below College,Sales,5160,2,9,0,Yes,1,0.01826095120020194,0.64,0,1
43,36-45,Male,College,Research & Development,17159,4,4,0,No,0,0.08805586508753659,0.01,0,0
27,26-35,Male,Below College,Research & Development,12808,3,9,1,No,0,0.12355249646943085,0.05,0,0
35,26-35,Male,Bachelor,Research & Development,10221,3,8,0,No,0,0.026722989739781308,0.01,0,0
28,26-35,Female,Master,Sales,4779,2,8,1,No,0,0.3000981444901817,0.06,0,0
34,26-35,Male,College,Human Resources,3737,1,3,0,No,0,0.09025268900583763,0.0,0,0
26,26-35,Female,College,Research & Development,2366,1,8,1,Yes,1,0.24192912099660524,0.78,0,1
27,26-35,Male,Bachelor,Research & Development,1706,1,0,0,No,0,0.0963799762640017,0.11,0,0
51,46-60,Female,Master,Sales,16307,4,20,0,No,0,0.043781645249286155,0.04,0,0
44,36-45,Male,Bachelor,Research & Development,5933,2,5,0,No,0,0.1534876570539226,0.07,0,0
25,18-25,Male,Below College,Research & Development,3424,1,4,0,No,0,0.5873924169552251,0.15,1,0
33,26-35,Male,Bachelor,Sales,4037,2,9,0,No,0,0.10568685755467237,0.05,0,0
35,26-35,Female,Below College,Research & Development,2559,1,6,0,No,0,0.22252329470598223,0.11,0,0
36,36-45,Male,College,Sales,6201,2,18,1,No,0,0.0952817365772862,0.03,0,0
32,26-35,Male,Master,Sales,4403,2,5,0,No,0,0.16459989466386024,0.04,0,0
30,26-35,Male,Master,Research & Development,3761,1,5,0,No,0,0.26208289286871933,0.08,0,0
53,46-60,Female,College,Sales,10934,3,5,1,No,0,0.07224865724184588,0.07,0,0
45,36-45,Male,Bachelor,Sales,10761,3,5,1,No,0,0.15409309441160515,0.09,0,0
32,26-35,Female,College,Research & Development,5175,2,5,0,No,0,0.145264778598898,0.04,0,0
52,46-60,Female,Master,Research & Development,13826,4,9,0,No,0,0.005358623012971874,0.0,0,0
37,36-45,Male,Master,Sales,6334,2,1,0,No,0,0.08638221543150756,0.03,0,0
28,26-35,Male,College,Human Resources,4936,1,5,0,No,0,0.10814986711592067,0.02,0,0
22,18-25,Male,College,Research & Development,4775,2,2,0,No,0,0.20201973609360524,0.07,0,0
44,36-45,Male,Master,Research & Development,2818,1,3,1,No,0,0.29778474477843364,0.16,0,0
42,36-45,Male,Below College,Research & Development,2515,1,2,1,No,0,0.30889882187069956,0.03,0,0
36,36-45,Male,Bachelor,Human Resources,2342,1,5,0,No,0,0.17178192322544267,0.02,0,0
25,18-25,Male,Below College,Sales,4194,2,5,1,No,0,0.4746024655370488,0.04,0,0
35,26-35,Female,Bachelor,Research & Development,10685,3,17,1,No,0,0.04097064828715922,0.02,0,0
35,26-35,Female,Master,Research & Development,2022,1,10,1,Yes,1,0.4213069329454486,0.76,0,1
32,26-35,Male,Bachelor,Research & Development,2314,1,3,0,No,0,0.05212594597071353,0.06,0,0
25,18-25,Male,Below College,Sales,4256,2,5,0,No,0,0.1793132255815334,0.04,0,0
49,46-60,Female,Bachelor,Research & Development,3580,1,4,0,No,0,0.05628722553026004,0.02,0,0
24,18-25,Male,Below College,Research & Development,3162,1,5,0,No,0,0.20212764449493859,0.03,0,0
32,26-35,Male,College,Sales,6524,2,10,0,No,0,0.07792513785192273,0.04,0,0
38,36-45,Male,Bachelor,Sales,2899,1,2,0,No,0,0.11539638960531419,0.02,0,0
42,36-45,Female,Bachelor,Research & Development,5231,2,5,1,No,0,0.11584647166284302,0.04,0,0
31,26-35,Male,Master,Research & Development,2356,1,6,1,No,0,0.22630222454275645,0.21,0,0
29,26-35,Female,Bachelor,Sales,2800,1,3,1,Yes,1,0.516799255670538,0.41,1,0
53,46-60,Male,Bachelor,Sales,11836,4,2,0,No,0,0.025928660686607135,0.04,0,0
35,26-35,Male,Bachelor,Research & Development,10903,3,13,0,No,0,0.04975406872861574,0.05,0,0
37,36-45,Female,College,Sales,2973,1,5,0,No,0,0.08554034291911737,0.03,0,0
53,46-60,Female,Master,Research & Development,14275,4,12,0,No,0,0.006103692968655687,0.03,0,0
43,36-45,Female,Bachelor,Research & Development,5562,2,5,0,No,0,0.032202271383989,0.01,0,0
47,46-60,Female,College,Sales,4537,2,7,1,No,0,0.05073296957070295,0.02,0,0
37,36-45,Male,College,Sales,7642,3,10,1,No,0,0.6296267458536136,0.09,1,0
50,46-60,Male,Master,Research & Development,17924,4,31,0,No,0,0.03712191921461558,0.01,0,0
39,36-45,Female,Bachelor,Human Resources,5204,2,5,0,No,0,0.044157719105702944,0.02,0,0
33,26-35,Male,College,Human Resources,2277,1,4,1,No,0,0.23169955496995615,0.52,0,1
32,26-35,Male,Master,Research & Development,2795,1,1,1,Yes,1,0.7476718198871825,0.86,1,1
29,26-35,Female,Below College,Research & Development,2532,1,4,0,No,0,0.19117612495363212,0.06,0,0
44,36-45,Male,College,Research & Development,2559,1,8,1,No,0,0.3383779699431661,0.07,0,0
28,26-35,Male,Master,Sales,4908,2,4,0,No,0,0.1579535285636679,0.02,0,0
58,46-60,Male,Below College,Research & Development,2380,1,1,1,Yes,1,0.23775351056442437,0.75,0,1
43,36-45,Female,Bachelor,Research & Development,4765,2,1,0,No,0,0.15371072939726238,0.07,0,0
20,18-25,Female,Bachelor,Sales,2044,1,2,0,Yes,1,0.18206476474417668,0.7,0,1
21,18-25,Female,Below College,Research & Development,2693,1,1,0,Yes,1,0.16501305941572467,0.49,0,0
36,36-45,Male,Below College,Research & Development,6586,2,16,1,No,0,0.13565080599041784,0.09,0,0
47,46-60,Female,Master,Sales,3294,1,3,1,No,0,0.09735811247046397,0.13,0,0
22,18-25,Female,Below College,Research & Development,4171,2,3,1,Yes,1,0.3231883874415006,0.73,0,1
41,36-45,Female,Master,Research & Development,2778,1,7,1,Yes,1,0.22337747014244738,0.64,0,1
28,26-35,Female,Bachelor,Research & Development,2377,1,2,0,No,0,0.16398990232425922,0.24,0,0
39,36-45,Male,Bachelor,Research & Development,2404,1,2,1,Yes,1,0.5889348718698514,0.82,1,1
27,26-35,Female,Bachelor,Research & Development,2318,1,1,0,No,0,0.15832965610041347,0.3,0,0
34,26-35,Male,Bachelor,Research & Development,2008,1,1,0,No,0,0.2269907378282739,0.43,0,0
42,36-45,Female,College,Sales,6244,2,5,0,No,0,0.069977893495425,0.01,0,0
33,26-35,Male,Master,Research & Development,2799,1,3,1,No,0,0.5067393379771719,0.11,1,0
58,46-60,Female,Bachelor,Research & Development,10552,3,6,1,No,0,0.05627692000246525,0.01,0,0
31,26-35,Male,Master,Sales,2329,1,7,0,No,0,0.06874115402222745,0.03,0,0
35,26-35,Female,Below College,Research & Development,4014,2,10,1,No,0,0.21052968004704625,0.09,0,0
49,46-60,Female,College,Research & Development,7403,3,26,0,No,0,0.061200981322348885,0.06,0,0
48,46-60,Male,Master,Research & Development,2259,1,0,0,No,0,0.07180410331269518,0.04,0,0
31,26-35,Female,College,Sales,6932,2,9,0,No,0,0.06043602502437024,0.01,0,0
36,36-45,Male,Master,Research & Development,4678,1,6,0,No,0,0.06621156647451135,0.02,0,0
38,36-45,Female,Bachelor,Research & Development,13582,3,15,0,No,0,0.01395791558931674,0.03,0,0
32,26-35,Female,Bachelor,Research & Development,2332,1,3,0,No,0,0.1944120711783099,0.03,0,0
25,18-25,Male,College,Sales,2413,1,1,1,Yes,1,0.6518467293494747,0.97,1,1
40,36-45,Male,Master,Sales,9705,3,1,0,No,0,0.19736975470056453,0.36,0,0
26,26-35,Male,Bachelor,Sales,4294,2,7,0,No,0,0.11921488086834608,0.0,0,0
41,36-45,Male,Bachelor,Research & Development,4721,1,18,1,No,0,0.0847812509605444,0.04,0,0
36,36-45,Male,Master,Research & Development,2519,1,11,0,No,0,0.031550067209758816,0.03,0,0
19,18-25,Male,Bachelor,Sales,2121,1,1,1,Yes,1,0.592664800776506,0.84,1,1
20,18-25,Male,Bachelor,Research & Development,2973,1,1,0,Yes,1,0.4776766203698825,0.73,0,1
31,26-35,Female,Bachelor,Research & Development,5855,2,9,1,No,0,0.1801943315851034,0.09,0,0
40,36-45,Male,Master,Research & Development,3617,1,1,1,No,0,0.5163052849155141,0.05,1,0
32,26-35,Female,Master,Research & Development,6725,2,8,0,No,0,0.05638230812852299,0.04,0,0
36,36-45,Male,Below College,Sales,10325,3,16,1,Yes,1,0.07736866851242215,0.66,0,1
33,26-35,Female,Bachelor,Research & Development,6949,2,5,0,No,0,0.06432109896758033,0.01,0,0
37,36-45,Male,Master,Sales,10609,3,14,0,Yes,1,0.26650812247910094,0.76,0,1
45,36-45,Male,College,Research & Development,4447,2,9,0,No,0,0.04226082368760672,0.02,0,0
29,26-35,Female,Bachelor,Sales,2157,1,3,0,No,0,0.11199784870156226,0.15,0,0
35,26-35,Female,Bachelor,Sales,4601,2,5,0,No,0,0.0953515023344804,0.05,0,0
52,46-60,Male,College,Research & Development,17099,4,9,0,No,0,0.003185494458361208,0.0,0,0
58,46-60,Male,Bachelor,Research & Development,2479,1,1,0,Yes,1,0.02014555987904169,0.11,0,0
53,46-60,Male,College,Sales,14852,4,17,0,No,0,0.006310538847242504,0.02,0,0
30,26-35,Male,College,Sales,7264,3,8,0,No,0,0.10413778540741271,0.08,0,0
38,36-45,Female,Bachelor,Sales,5666,2,5,1,No,0,0.18291489890217655,0.04,0,0
35,26-35,Male,Master,Sales,7823,3,10,0,No,0,0.03193784632239557,0.07,0,0
39,36-45,Male,Doctor,Sales,7880,3,8,0,No,0,0.04634655253979836,0.01,0,0
40,36-45,Female,Bachelor,Sales,13194,4,1,1,Yes,1,0.38766937957715164,0.71,0,1
47,46-60,Male,Master,Research & Development,5067,2,19,1,No,0,0.0576646755281156,0.03,0,0
36,36-45,Male,Master,Sales,5079,2,7,0,No,0,0.0849213729048514,0.03,0,0
31,26-35,Male,College,Research & Development,2321,1,3,1,Yes,1,0.4748587303659205,0.29,0,0
33,26-35,Male,Bachelor,Sales,17444,4,10,0,No,0,0.030730099684997497,0.06,0,0
29,26-35,Female,Bachelor,Research & Development,2404,1,0,1,Yes,1,0.5773376105639196,0.69,1,1
33,26-35,Female,Below College,Research & Development,3452,1,3,0,No,0,0.10894902046256337,0.02,0,0
45,36-45,Female,Master,Research & Development,2270,1,5,0,No,0,0.02266571804652943,0.03,0,0
50,46-60,Male,College,Research & Development,17399,4,5,0,No,0,0.009365094935285015,0.0,0,0
33,26-35,Female,Master,Research & Development,5488,2,6,1,No,0,0.23951910331753348,0.03,0,0
41,36-45,Male,Bachelor,Research & Development,19419,5,18,0,No,0,0.010912185114362377,0.01,0,0
27,26-35,Female,Master,Research & Development,2811,1,2,0,No,0,0.43558133058374177,0.08,0,0
45,36-45,Male,College,Research & Development,3633,2,9,1,No,0,0.21088289142614816,0.03,0,0
47,46-60,Female,College,Sales,4163,2,9,1,No,0,0.10461612956527615,0.07,0,0
30,26-35,Female,Bachelor,Research & Development,2132,1,5,1,Yes,1,0.7236568741160636,0.85,1,1
50,46-60,Male,Bachelor,Research & Development,13973,4,12,1,No,0,0.03997629565011196,0.01,0,0
38,36-45,Male,Below College,Research & Development,2684,1,2,0,No,0,0.11594960391194058,0.05,0,0
46,46-60,Male,College,Research & Development,10845,3,8,0,No,0,0.02512821111519714,0.05,0,0
24,18-25,Female,Below College,Research & Development,4377,2,4,0,No,0,0.09111004596673945,0.05,0,0
35,26-35,Male,Master,Research & Development,3743,1,4,1,Yes,1,0.5233823954376561,0.73,1,1
31,26-35,Female,Below College,Research & Development,4148,2,4,0,No,0,0.13296989833029618,0.02,0,0
18,,Male,College,Research & Development,1051,1,0,0,No,0,0.2546867338543005,0.16,0,0
54,46-60,Female,Bachelor,Research & Development,10739,3,10,0,No,0,0.02883898148851002,0.05,0,0
35,26-35,Female,Master,Research & Development,10388,3,16,1,No,0,0.20031653356021828,0.18,0,0
30,26-35,Female,College,Research & Development,11416,3,8,1,No,0,0.35373816069533665,0.06,0,0
20,18-25,Female,Bachelor,Research & Development,2600,1,1,1,Yes,1,0.6128755633001394,0.96,1,1
30,26-35,Female,Bachelor,Research & Development,2422,1,3,0,Yes,1,0.13363400270744402,0.1,0,0
26,26-35,Male,College,Research & Development,5472,2,8,0,No,0,0.035059795842063736,0.02,0,0
22,18-25,Male,Below College,Research & Development,2451,1,4,0,No,0,0.38122041092082026,0.07,0,0
48,46-60,Male,Bachelor,Research & Development,4240,2,2,0,No,0,0.0544174417250623,0.05,0,0
48,46-60,Male,Master,Research & Development,10999,3,15,0,No,0,0.013929140123212558,0.01,0,0
41,36-45,Female,College,Research & Development,5003,2,2,0,No,0,0.04896636255539191,0.02,0,0
39,36-45,Female,Below College,Research & Development,12742,4,21,0,No,0,0.009442587329946852,0.01,0,0
27,26-35,Female,Master,Research & Development,4227,2,3,0,No,0,0.11379666542344329,0.02,0,0
35,26-35,Male,Bachelor,Research & Development,3917,1,3,0,No,0,0.11091716929304435,0.01,0,0
42,36-45,Male,College,Sales,18303,5,1,0,No,0,0.017921148285696156,0.02,0,0
50,46-60,Male,Bachelor,Research & Development,2380,1,1,0,No,0,0.0793557931301898,0.11,0,0
59,46-60,Female,Bachelor,Research & Development,13726,4,5,1,No,0,0.013569942562918377,0.0,0,0
37,36-45,Female,College,Research & Development,4777,2,1,0,Yes,1,0.3312216521357154,0.44,0,0
55,46-60,Male,Master,Research & Development,6385,2,8,1,No,0,0.10704471303363802,0.06,0,0
41,36-45,Female,Below College,Research & Development,19973,5,21,0,No,0,0.0065419728282253365,0.05,0,0
38,36-45,Male,Master,Sales,6861,2,1,1,No,0,0.34419605916699064,0.25,0,0
26,26-35,Male,College,Sales,4969,2,2,0,Yes,1,0.5778003537987586,0.64,1,1
52,46-60,Female,Below College,Sales,19845,5,32,0,Yes,1,0.003905452528315666,0.62,0,1
44,36-45,Female,Bachelor,Sales,13320,4,12,1,No,0,0.03811912687528291,0.01,0,0
50,46-60,Female,Bachelor,Sales,6347,2,18,0,No,0,0.007493044355205675,0.02,0,0
36,36-45,Female,Master,Research & Development,2743,1,17,0,Yes,1,0.0470400873487996,0.62,0,1
39,36-45,Female,Bachelor,Research & Development,10880,3,21,1,No,0,0.20147452676649727,0.02,0,0
33,26-35,Female,Below College,Sales,2342,1,2,0,No,0,0.09995700008509827,0.06,0,0
45,36-45,Female,College,Sales,17650,4,9,0,No,0,0.005288851959184532,0.05,0,0
32,26-35,Female,Master,Research & Development,4025,1,8,0,No,0,0.19452330419203037,0.05,0,0
34,26-35,Male,Master,Sales,9725,2,15,0,No,0,0.0759005773415157,0.05,0,0
59,46-60,Male,College,Sales,11904,3,6,1,No,0,0.10137537098728408,0.04,0,0
45,36-45,Male,Master,Human Resources,2177,1,6,0,No,0,0.14405942242549177,0.04,0,0
53,46-60,Female,Bachelor,Sales,7525,3,15,0,No,0,0.009096996300472619,0.03,0,0
36,36-45,Male,Bachelor,Research & Development,4834,2,1,0,Yes,1,0.40428939273236325,0.71,0,1
26,26-35,Male,Bachelor,Research & Development,2042,1,3,1,Yes,1,0.8210715679404942,0.71,1,1
34,26-35,Female,Master,Sales,2220,1,1,1,No,0,0.33158870338446,0.16,0,0
28,26-35,Male,Below College,Sales,1052,1,1,0,No,0,0.13010763523553628,0.45,0,0
38,36-45,Male,Master,Research & Development,2821,1,2,0,No,0,0.07103329620929143,0.1,0,0
50,46-60,Male,Master,Research & Development,19237,5,8,1,No,0,0.07744247739310132,0.08,0,0
37,36-45,Female,Bachelor,Research & Development,4107,2,4,0,No,0,0.07203321747471514,0.03,0,0
40,36-45,Male,Bachelor,Sales,8396,2,7,0,No,0,0.1266147156594227,0.01,0,0
26,26-35,Female,Below College,Research & Development,2007,1,5,0,No,0,0.15261544360547122,0.04,0,0
46,46-60,Male,Master,Research & Development,19627,5,2,0,No,0,0.01662095358679667,0.01,0,0
54,46-60,Female,Master,Sales,10686,3,9,0,No,0,0.025036669376836792,0.06,0,0
56,46-60,Female,Bachelor,Research & Development,2942,1,5,0,No,0,0.02363853632076437,0.12,0,0
36,36-45,Female,Doctor,Research & Development,8858,3,14,0,No,0,0.020958754387150447,0.16,0,0
55,46-60,Male,Below College,Research & Development,16756,4,9,0,No,0,0.009562667928561175,0.04,0,0
43,36-45,Male,Bachelor,Sales,10798,3,1,0,No,0,0.05260187040063342,0.07,0,0
20,18-25,Female,Bachelor,Sales,2323,1,2,1,Yes,1,0.3124057342795204,0.78,0,1
21,18-25,Female,Bachelor,Research & Development,1416,1,1,0,Yes,1,0.34963750138445265,0.85,0,1
46,46-60,Female,Master,Research & Development,4615,2,16,1,No,0,0.12823110172414778,0.01,0,0
51,46-60,Male,Master,Research & Development,2461,1,10,1,Yes,1,0.4332665434736229,0.23,0,0
28,26-35,Male,College,Research & Development,8722,3,10,0,Yes,1,0.28979751820760585,0.16,0,0
26,26-35,Male,College,Research & Development,3955,1,5,0,No,0,0.28258675085490337,0.07,0,0
30,26-35,Male,Bachelor,Research & Development,9957,2,6,0,No,0,0.24165843498609085,0.06,0,0
41,36-45,Female,College,Research & Development,3376,1,10,0,No,0,0.048072039892061644,0.01,0,0
38,36-45,Female,Below College,Research & Development,8823,3,19,0,No,0,0.027084833423443002,0.02,0,0
40,36-45,Male,Master,Research & Development,10322,3,11,0,No,0,0.04753269631038869,0.05,0,0
27,26-35,Male,Doctor,Research & Development,4621,1,3,0,No,0,0.2036787384269042,0.04,0,0
55,46-60,Male,Below College,Research & Development,10976,3,3,0,No,0,0.00830934432335229,0.01,0,0
28,26-35,Female,Bachelor,Research & Development,3660,2,8,0,No,0,0.05633065741371732,0.05,0,0
44,36-45,Male,College,Human Resources,10482,3,20,0,Yes,1,0.1395223600263831,0.07,0,0
33,26-35,Male,Bachelor,Research & Development,7119,3,3,0,No,0,0.052010079137450406,0.02,0,0
35,26-35,Male,Bachelor,Sales,9582,3,8,1,Yes,1,0.13673048744175223,0.74,0,1
33,26-35,Female,Master,Research & Development,4508,2,13,0,Yes,1,0.12550478683324678,0.64,0,1
28,26-35,Male,College,Research & Development,2207,1,4,0,No,0,0.30370944370990527,0.04,0,0
34,26-35,Male,Below College,Research & Development,7756,2,6,0,No,0,0.11504054254410122,0.01,0,0
37,36-45,Female,Master,Sales,6694,2,1,1,No,0,0.1304156518583652,0.09,0,0
25,18-25,Male,Below College,Research & Development,3691,1,7,1,Yes,1,0.11197641535327642,0.74,0,1
26,26-35,Male,Bachelor,Research & Development,2377,1,1,0,Yes,1,0.46830665528516613,0.84,0,1
33,26-35,Male,Bachelor,Research & Development,2313,1,2,1,Yes,1,0.788281892826887,0.88,1,1
42,36-45,Male,College,Research & Development,17665,4,22,0,No,0,0.01570782221029666,0.0,0,0
28,26-35,Male,Bachelor,Research & Development,2596,1,1,0,Yes,1,0.30658105626113874,0.8,0,1
50,46-60,Male,Master,Sales,4728,2,0,1,Yes,1,0.12142007515940119,0.12,0,0
33,26-35,Female,Bachelor,Sales,4302,2,3,0,No,0,0.06002767115427344,0.01,0,0
34,26-35,Male,Master,Research & Development,2979,1,0,0,No,0,0.0800264512163591,0.05,0,0
48,46-60,Male,Master,Research & Development,16885,4,5,0,No,0,0.012470787783930177,0.0,0,0
45,36-45,Female,Master,Sales,5593,2,15,0,No,0,0.02570841524866815,0.02,0,0
52,46-60,Male,Master,Research & Development,10445,3,8,0,No,0,0.044199934918369786,0.06,0,0
38,36-45,Male,Master,Sales,8740,3,8,1,No,0,0.1350265028658064,0.02,0,0
29,26-35,Female,Master,Research & Development,2514,1,7,0,No,0,0.12623034081199885,0.06,0,0
28,26-35,Female,Bachelor,Research & Development,7655,3,9,0,No,0,0.044262176517871496,0.03,0,0
46,46-60,Male,Below College,Sales,17465,4,12,0,No,0,0.018233518066971748,0.04,0,0
38,36-45,Male,College,Sales,7351,3,1,0,No,0,0.10624669555342353,0.05,0,0
43,36-45,Female,Bachelor,Research & Development,10820,3,8,0,No,0,0.13936821380657535,0.07,0,0
39,36-45,Male,Bachelor,Research & Development,12169,4,18,0,Yes,1,0.06940817512037609,0.61,0,1
40,36-45,Male,Bachelor,Research & Development,19626,5,20,0,No,0,0.01702510672558675,0.02,0,0
21,18-25,Female,Below College,Research & Development,2070,1,2,1,No,0,0.2804487610123301,0.11,0,0
39,36-45,Male,Bachelor,Research & Development,6782,2,5,0,No,0,0.23520000662498136,0.09,0,0
36,36-45,Male,Master,Research & Development,7779,2,11,0,No,0,0.0578590336564121,0.02,0,0
31,26-35,Male,Bachelor,Sales,2791,1,2,0,No,0,0.09748908662370359,0.16,0,0
28,26-35,Male,Below College,Research & Development,3201,1,5,0,No,0,0.3007797645804356,0.09,0,0
35,26-35,Male,College,Sales,4968,2,5,0,No,0,0.051263722688901815,0.02,0,0
49,46-60,Male,Master,Sales,13120,4,9,0,No,0,0.015402998519331006,0.05,0,0
34,26-35,Male,College,Research & Development,4033,2,3,0,No,0,0.08075483183796425,0.02,0,0
29,26-35,Female,Bachelor,Research & Development,3291,1,7,0,No,0,0.08411448738160421,0.02,0,0
42,36-45,Male,Bachelor,Research & Development,4272,2,1,0,No,0,0.10665147962245554,0.1,0,0
29,26-35,Male,Below College,Research & Development,5056,2,10,1,No,0,0.30673181156790874,0.15,0,0
38,36-45,Male,Bachelor,Human Resources,2844,1,7,0,No,0,0.032213417382951505,0.0,0,0
28,26-35,Male,Bachelor,Research & Development,2703,1,3,1,No,0,0.41990078092927,0.08,0,0
18,,Male,Below College,Research & Development,1904,1,0,0,Yes,1,0.28976031811373676,0.77,0,1
33,26-35,Female,Master,Sales,8224,2,5,1,Yes,1,0.5078894873305395,0.11,1,0
41,36-45,Male,Master,Research & Development,4766,1,1,1,No,0,0.33030369151721695,0.08,0,0
31,26-35,Male,Bachelor,Research & Development,2610,1,2,0,Yes,1,0.1642580930233642,0.7,0,1
37,36-45,Female,College,Research & Development,5731,2,6,0,No,0,0.16690481417367567,0.03,0,0
27,26-35,Male,Bachelor,Research & Development,2539,1,4,0,No,0,0.10888258141242232,0.01,0,0
34,26-35,Female,Below College,Sales,5714,2,6,0,No,0,0.09139986756639978,0.01,0,0
35,26-35,Male,Master,Human Resources,4323,1,5,0,No,0,0.11606947275003768,0.07,0,0
29,26-35,Female,Below College,Sales,7336,3,11,0,Yes,1,0.15103910488605532,0.61,0,1
40,36-45,Female,Master,Research & Development,13499,3,18,0,No,0,0.11052611092440295,0.04,0,0
42,36-45,Male,Bachelor,Sales,13758,4,21,1,Yes,1,0.16184145456147275,0.61,0,1
42,36-45,Male,Master,Sales,5155,2,6,0,No,0,0.15919358679570247,0.02,0,0
35,26-35,Male,Master,Research & Development,2258,1,8,0,No,0,0.12608023914930988,0.03,0,0
24,18-25,Male,Bachelor,Research & Development,3597,1,4,0,No,0,0.37013897308110466,0.19,0,0
28,26-35,Female,Below College,Research & Development,2515,1,1,1,Yes,1,0.41578742721048223,0.77,0,1
26,26-35,Male,Master,Research & Development,4420,1,8,0,No,0,0.08890265298290512,0.03,0,0
30,26-35,Male,Bachelor,Sales,6578,2,10,0,No,0,0.08408843988502934,0.01,0,0
40,36-45,Female,College,Research & Development,4422,2,1,1,No,0,0.3300290586651541,0.1,0,0
35,26-35,Male,Bachelor,Research & Development,10274,3,7,0,No,0,0.02543433903675254,0.11,0,0
34,26-35,Male,Bachelor,Research & Development,5343,2,13,0,No,0,0.02795645125538757,0.0,0,0
35,26-35,Male,Master,Research & Development,2376,1,2,0,No,0,0.03626270033878383,0.01,0,0
43,36-45,Female,Bachelor,Sales,5346,2,4,0,Yes,1,0.2693257661106454,0.72,0,1
